Id,SalePrice
373,192133.14050775245
377,256784.08256070197
383,178498.2570278725
386,236192.2608243615
387,236058.3282778727
390,170620.28966490604
391,164886.7674346094
395,151592.4593477643
397,131383.32038785852
398,111101.98826459012
401,108073.70386675534
404,129927.7622072988
408,108482.5382047203
409,131374.62575872097
410,147691.54527068423
418,116450.8869586048
422,395116.53925632115
427,320190.4199271266
431,358389.8514110263
433,433439.02559144865
437,326708.4556017946
438,276004.95659162226
442,328475.42932826665
447,219121.39399822857
459,302315.9636846932
460,271532.32775183144
464,197119.26190229694
465,195892.67563148815
467,188261.29470409738
468,203903.08802660427
474,177883.23682530472
480,213344.40216202431
481,211376.52635798295
483,209220.23197288148
488,176055.04862277405
492,169451.85322776512
494,157762.38800167828
499,321404.2996853176
500,284970.6777221724
501,308081.30912478646
503,254300.81473115104
506,228639.05718770417
508,257856.69728349074
511,289401.572567567
515,220264.81749568257
519,234843.88493746478
521,270902.67940432235
530,233745.09438778597
532,223967.09612117778
534,194674.85394497987
540,188918.75626824851
541,127539.10788148252
551,156578.37056330484
552,159235.43934797807
554,107143.83432652777
555,115897.24476422719
556,131091.000687914
557,124328.78915949981
565,228622.35124206432
566,268840.51925941225
567,168945.11544771612
569,206763.31866433934
570,196803.4358004809
574,227875.3871673426
575,314548.2861485991
576,233086.85895166
577,226887.97546350997
578,241917.17668580098
583,230307.92723484695
584,231705.34882683368
585,150941.1810277602
587,201166.42197742843
593,227451.07671537998
597,210306.08476687406
598,188482.64569825458
599,158562.04798016834
600,115487.23345696938
605,159484.1169652074
607,167362.7356267036
608,166541.33308697146
611,181274.8524557043
616,139183.34880861954
625,186678.28613366745
629,170759.3994304233
630,130997.15823827052
631,149945.74495456618
640,193834.27074563733
642,170731.32837191562
643,133880.7133825752
646,100381.6016188124
647,147715.85389966454
655,73442.44994260967
659,120837.87866240725
663,27139.36719119834
665,117660.67132742588
667,219124.4316797586
673,149500.30266392295
676,143771.7893589798
680,147683.28676149138
682,132120.05083044767
687,148881.43034628915
688,172392.18012933747
692,127252.37821774109
693,113067.45745920982
695,169264.76100152428
697,129556.40947140254
700,158791.46441163847
702,157908.70682391024
703,153366.90130053528
704,102001.22898523537
712,101200.84326038534
713,71653.78073095727
717,259752.20629085263
720,210527.45500727443
721,74890.2301292156
726,159855.94082580795
733,103888.34464387987
736,120223.58453281655
738,120192.20867726949
741,135151.81406085394
743,22881.858569340053
745,101775.63804364485
750,153613.65991100157
756,110248.34219417948
757,139361.92864656998
758,140440.57493248984
760,110768.25959352076
765,143637.62676634602
775,130388.55907783585
776,124128.83184037716
780,169161.38719773965
783,215931.73131474844
790,116712.07513646997
795,71299.17080017437
796,150054.592280799
797,145289.79066891153
798,132432.21051551308
804,225925.42661948112
805,225168.93548061707
806,249970.0896395879
808,113680.98704708654
814,189328.52409513813
818,272102.16966282716
821,291198.7161233261
822,344243.37184138503
825,301606.9232940829
827,249032.31473770598
830,222334.33267093965
834,243392.35684925434
835,180742.48230088208
842,133119.08692082707
845,227477.07792051302
852,227654.85355527082
857,132600.91552743627
858,154210.94049668757
859,129370.8371500985
860,138921.78600376195
861,113569.5973689701
864,269079.5976963071
868,211349.82154184158
869,216560.01869134363
872,294271.24866908486
873,245589.61560390642
885,106373.80001471829
890,113268.59817636259
895,94922.1397318661
899,58547.14290051372
906,144452.98956185632
918,144331.2790971261
923,135363.49378849933
925,118813.19266377721
927,130562.83766654483
932,225206.27310091688
933,111943.33969280114
934,153836.66521032993
942,106409.81182647063
947,257981.5739602943
948,268177.9120854095
951,139454.06849026325
957,254256.846421615
958,313745.92169399303
959,210775.859584534
963,202658.37101933346
967,221280.18341524556
968,351938.87012586894
971,142446.07161496952
972,159066.74629293405
976,88626.89906468868
978,74939.38491385969
979,82253.30861555255
984,101724.8625488963
986,141074.06439170716
991,217813.1639788096
996,205609.86244876913
1001,240860.0760945306
1007,214482.09879796975
1008,189513.00280801783
1009,211788.49105407184
1014,161282.034414178
1022,248257.38589538532
1024,200295.08921784148
1027,131767.51525963034
1030,164697.02863992495
1032,166889.9895526209
1035,147577.542372605
1042,115603.04161272028
1047,131119.53256788553
1050,110083.35988088002
1055,267371.36143996764
1059,372030.8250564674
1061,346675.7288174405
1064,429326.0737612898
1077,209222.1790013106
1081,242011.8706243803
1092,209024.3253649537
1093,184489.4482001662
1095,224752.02254622825
1099,287609.28080813424
1101,294469.02344506816
1103,318739.79051265906
1109,270635.90740596154
1112,228658.65634997032
1113,243958.1903538099
1114,252755.84992659994
1116,239344.6251273328
1117,226823.1503919605
1119,279594.09023832105
1121,215835.6867945057
1122,207219.91364547878
1125,271788.7956484944
1137,172901.62756196217
1142,219622.29344167182
1144,201914.1735503624
1145,210954.30072546715
1147,203669.12257134047
1148,192989.2923074745
1149,166535.0029810016
1150,109730.9093221716
1153,98307.62689951238
1154,104752.57477115594
1159,339933.01477844233
1161,169502.6035254207
1167,153431.9880771217
1171,276418.77937265136
1174,189505.00000886995
1188,181045.1237205516
1189,186778.66190593137
1191,138429.4612643845
1195,135033.44023030408
1199,177112.01282585826
1201,216707.6729802319
1204,206541.26362302675
1211,150698.67628405176
1214,174215.78615038897
1219,136016.0575571143
1220,52039.39346392665
1227,187903.97828415065
1229,234637.66225284632
1231,137302.5018783305
1234,227692.8404804862
1235,131235.93347734114
1239,163360.63820118248
1240,146447.50902979512
1241,184852.2411247097
1246,117203.43072887251
1249,177747.591075367
1250,138831.72360861037
1252,133535.16353862142
1259,159438.0194193683
1267,147588.99914207292
1269,100188.8600547174
1270,134503.56345643537
1272,115948.15291199517
1274,143287.35760131292
1276,130300.32648514178
1279,149303.1416220842
1281,184507.54833482686
1286,148963.83153481295
1287,122532.26780651868
1290,81141.94335065897
1291,156068.32197685915
1297,145770.38953625903
1302,157900.07790086252
1303,37713.77067545359
1312,94017.03370145708
1315,130614.2331567058
1322,49562.259360778815
1327,98944.31833362517
1331,143933.75204252187
1333,130785.96058754498
1334,111717.1505974897
1336,116823.71410299353
1341,115036.98989183434
1344,76578.39513267778
1347,151519.21234350785
1348,182432.05200212725
1353,167685.8987717997
1355,129575.81297119716
1356,98521.5914827372
1357,157128.27296443743
1361,140807.23734002997
1364,123255.16832192801
1368,109826.2857176723
1369,91765.78554010579
1371,129161.19249332047
1373,129868.35677455604
1374,120157.06373147377
1387,114699.80056196082
1388,102987.43553582572
1392,163540.63677151565
1394,121136.47613903819
1406,167867.8039281253
1407,186700.16945199767
1408,156280.61999466596
1409,169310.01343206273
1411,181296.09033672907
1412,111653.51251630831
1413,152183.28301642078
1414,115371.35528978685
1425,261933.02710459038
1430,191337.9514770538
1431,199072.99935543103
1435,237854.2560721484
1441,237997.97410710796
1444,237783.87012325996
1445,128890.63206880307
1446,145656.86950808112
1452,121876.17061774636
1453,121216.45557087394
1456,243730.6881101611
1457,244944.54318721817
1460,271789.0426298052
1463,265484.23662528023
1468,232156.57600200176
1471,225427.6251589293
1474,224753.9428152262
1475,212590.40907133522
1476,233258.88748706278
1478,224124.55216536805
1482,176378.09824484904
1483,182516.04624410256
1484,177617.19003794304
1485,182649.63271460822
1496,163785.8687150355
1497,150072.78945119673
1500,140869.5706024425
1506,118227.06676796913
1507,81212.5832313503
1509,114558.58736296056
1510,115973.23316382835
1513,119472.67991803943
1517,120214.64166957448
1518,176082.08653119247
1523,174937.0603073274
1524,135593.63872714445
1526,144355.63683372928
1529,192292.283530608
1531,152804.3185199051
1535,116851.94106805787
1536,140566.22745500546
1538,329167.38790831226
1540,219658.8452508088
1543,123033.37903071282
1545,114030.59767474704
1546,109817.5335324033
1557,72219.23273209827
1558,79046.23498254122
1559,64284.227834286954
1563,264477.27151641366
1568,166185.74103846817
1571,173538.98915538198
1578,143658.60717566634
1579,224845.3210949765
1584,263108.7644087041
1586,310614.63197791146
1604,116323.78848287254
1606,124133.39788983433
1610,184500.6798368117
1611,131052.34368715205
1618,163656.2049164357
1623,184401.08828267187
1624,203128.9264465272
1628,195912.51362504592
1633,234600.44151779212
1645,156112.75240980118
1649,233414.85306943828
1652,158010.63679955015
1653,175338.27719427683
1656,154105.13960202987
1662,186724.1957331665
1668,113171.38591566621
1670,100996.18666746431
1672,108710.4316382623
1673,141345.4065633184
1674,182394.96389870014
1677,119958.20603969129
1678,141020.32064593045
1679,114107.86600087499
1685,348181.62799715943
1692,391306.3667661595
1693,300050.69889572146
1696,409637.7036916039
1709,319292.46988523536
1711,291095.43740954995
1717,208065.34694465573
1718,210605.00462880905
1721,221476.78025151294
1722,211624.91973816746
1725,290173.50106468017
1726,207663.59679848817
1730,188550.96744771115
1731,178775.22052690308
1733,205064.05315872733
1737,210768.5823335352
1746,256086.95377273156
1747,205481.4522053727
1748,193249.7658625017
1749,236498.43055818824
1760,167904.08975503358
1761,469423.5191886099
1762,335652.1852977794
1768,508088.3251386535
1769,239898.47543490122
1770,288351.310246643
1776,203073.4842440608
1781,386760.94365356176
1785,295344.65306067833
1792,227117.92831349623
1798,265785.55171361397
1812,205904.52805541886
1814,254569.44596769504
1817,144967.3006494537
1818,162803.10639001185
1822,130901.24522591554
1823,108590.20663513095
1829,256055.06681983228
1838,191059.46686035456
1845,195156.4299729618
1851,201893.11722401742
1855,301285.40835306665
1856,187028.3637066041
1858,235216.77828510053
1865,227985.66304079286
1866,155674.71126258874
1867,172027.0844165762
1868,198700.94185543922
1876,144289.05631539354
1878,141355.40745003504
1879,137009.2183990551
1882,-8387.895223180385
1883,122132.40429034922
1887,74937.34120184502
1895,151230.57045933328
1898,154746.2493739451
1904,17859.332870316663
1908,165832.73368875045
1917,144933.7525208691
1918,110921.25116801527
1920,124615.57319272192
1922,115411.41729629437
1923,159638.179009905
1931,148423.75036635966
1935,130932.71186814528
1936,118882.45715314607
1939,131237.45579986
1943,109213.633579248
1944,121979.45379827509
1946,235632.2110583877
1952,107286.3979876486
1954,104322.70973096213
1958,145088.43077132825
1964,132897.26303139806
1966,133179.84525367123
1969,88177.38653296177
1977,105250.45093660826
1980,76536.59730929184
1984,119221.22556273371
1985,84234.7855703822
1988,105101.80066673864
1989,125254.11875896761
1991,145666.2063554424
1992,138585.3412356213
1997,140649.74400761857
1999,187660.12769025832
2003,113684.19740016859
2005,92868.79254891233
2010,115487.2450423902
2012,136449.7538541609
2016,125068.46910273965
2017,136923.2738333665
2022,169167.9762421813
2023,161290.20417750702
2035,153635.4318750743
2036,201954.78632737487
2040,110389.24643837409
2042,131056.69422393062
2043,89500.56956613727
2055,125927.64506048412
2056,107848.61706142074
2059,114797.81417145915
2064,121812.425339754
2066,206348.5240806521
2070,150425.20125361177
2071,69493.5002616253
2078,248105.75870853272
2080,166344.1755490709
2085,120288.30505800007
2089,115980.40766969048
2090,186608.03226381776
2092,264121.76176616515
2094,256357.9319013463
2095,255113.2856215526
2098,348610.67507964734
2099,268479.706957129
2103,268479.706957129
2120,137364.85516747547
2122,180647.2683678384
2123,166159.61347439565
2134,208064.59774723504
2135,139811.73556317444
2136,143240.4639777648
2143,150225.60354324264
2145,288745.9206827708
2146,257030.7530604449
2148,215727.29779125066
2155,292106.64049542183
2156,276364.9806267705
2157,169755.61803266028
2159,222678.00069746393
2161,196670.01359251243
2164,216171.06326921866
2165,192223.5910825366
2169,141962.6128923499
2171,106152.27300689628
2180,143433.60868298184
2182,526732.1400618331
2184,107830.24291904233
2185,53640.10928295934
2188,77352.08297985511
2191,95617.37954744288
2192,99354.35451134095
2196,156713.81685873153
2198,88152.87529610976
2204,178639.3825340872
2210,186724.10403545664
2213,114896.25531550765
2215,275352.05631688464
2219,271512.94295645197
2221,218637.60673573846
2224,204460.22638391514
2228,173939.5400504789
2232,97778.53387585277
2239,122322.92310132047
2246,270809.39396599005
2247,271760.9410778835
2249,151531.3628941305
2251,205838.93568806423
2254,136312.15249291254
2256,240488.63564228127
2259,244076.4304561852
2263,261097.52330584184
2266,238204.65329045095
2271,199769.57872295816
2274,217762.51244966066
2275,278442.46302424086
2280,138901.2234957842
2281,137933.77713599856
2291,74570.18668892213
2292,164151.02298140922
2295,204531.8570942948
2297,105136.7509990138
2299,147818.234197924
2302,127465.17244354966
2303,115183.55361302094
2304,114722.19978268517
2308,210309.7730751692
2312,233349.1351935092
2314,167565.01191404383
2315,172773.48547551662
2316,183252.24074060144
2320,241230.93878031644
2321,272908.2300019385
2322,228927.76790242502
2325,183608.9254016199
2336,348775.60231448733
2340,283472.82958223886
2341,301670.2711248421
2342,369263.1270360608
2345,229274.17340166614
2346,184084.34006179523
2347,168195.13252918696
2354,255653.35205684663
2357,182607.84639206424
2359,153196.32639473255
2360,121863.12148266952
2361,89592.77733565634
2362,88882.10708272023
2366,141401.6757966003
2367,114701.94669878975
2370,116782.4957794786
2373,109874.75633193796
2376,123431.55033563625
2378,140376.7909492401
2382,264387.43485604314
2387,299655.08852820407
2392,344460.7680635991
2395,319743.18744347757
2396,341749.5118309133
2397,293491.91543220024
2399,360339.76202282426
2401,391056.4033600427
2402,283464.60474772454
2407,193148.5081442763
2411,191166.1856312016
2414,218868.6532700001
2418,285485.83936092444
2419,195477.26711629974
2424,191040.41602344884
2427,190297.1959759959
2430,234934.36118279817
2439,220658.97530833905
2441,244212.75103902747
2442,249138.16673589597
2446,444166.09917595354
2447,382169.44681163214
2452,314489.54635160154
2457,325912.77812767075
2458,278931.14907583874
2462,346851.7027977247
2465,201177.07600707276
2467,198846.36562802095
2473,141117.3525958145
2478,173801.1860331155
2479,193516.2808380221
2482,166183.942011238
2485,116430.58581228266
2488,132939.0375087277
2494,121560.34522205484
2500,268622.42210442305
2509,165598.14983480025
2512,190314.23097980375
2514,158605.82441319386
2515,204114.65140868572
2516,231447.9345149643
2518,182999.75380175194
2519,227263.9224595813
2520,214829.16973519864
2527,171900.53811884168
2532,117913.71715813887
2538,123701.75701617435
2539,136808.77193446955
2543,120103.87669673655
2551,133916.22373067006
2554,115184.65536547138
2555,104809.64345369271
2557,90169.56897238766
2561,137658.52912903158
2563,144960.94314133452
2564,138475.414268604
2570,125980.34502643839
2571,296674.877409023
2576,155318.3765859115
2582,157504.53750848916
2584,154787.43068303063
2587,121840.25082485127
2589,107389.06058123679
2591,232953.3757068481
2597,119731.76837384776
2602,154991.95040078706
2605,168808.34634783494
2610,187239.1542240566
2611,147078.06753390472
2614,140161.24803256843
2616,197148.6214808933
2617,169086.8761255829
2620,139213.87127028417
2623,87229.56444860582
2631,159891.42584565308
2638,145490.74526832445
2639,116565.6224062652
2645,116708.87787475581
2647,96838.44700704163
2648,148854.25734130212
2650,117394.26884259429
2652,107585.1993911933
2656,93558.50625316617
2658,113454.73084438626
2661,179187.14579441163
2665,172105.60982870706
2673,152417.81850797354
2678,101325.51375153365
2679,106556.3922872416
2680,57528.74650622097
2685,112053.45510377984
2695,129889.42698886359
2698,120523.25608862811
2700,167956.6931521983
2706,139154.303114591
2708,132372.7428283142
2709,159848.59085514952
2711,120830.84848450933
2718,164405.2921498271
2719,168821.0068494512
2721,166281.1501103708
2725,161592.23112881026
2726,234440.67395951622
2732,211581.9854420404
2733,139346.92185809743
2739,173543.9653396906
2747,209981.31027259
2751,228720.7642590797
2754,215275.674638402
2755,245359.58479518353
2756,217028.9976154269
2758,244595.71848558576
2763,231897.42210432334
2764,253456.31277822604
2765,188282.52523040609
2766,166544.991870138
2768,180115.09211685206
2781,232060.11116483546
2784,162182.90388450096
2785,146433.21025785257
2786,114223.04009566024
2796,252105.61429469904
2797,293043.98333820014
2801,245469.5447795681
2805,252901.2479674801
2806,218276.74647961807
2812,208670.5524446969
2817,114220.35902144134
2822,144274.9570381752
2825,248818.07196027998
2828,142293.73071240296
2831,177053.91122507016
2843,159694.86972919182
2845,109607.10885030676
2847,159801.4637435107
2855,162916.2448416249
2856,161200.97011588252
2859,147186.011146201
2865,198391.6730178762
2867,158379.1249150443
2869,219287.3155732995
2870,213170.3822628989
2874,136809.15463284825
2876,57357.68939164799
2889,161324.21254759998
2892,303131.8849147577
2895,242230.62454398343
2898,237764.61784748232
2901,306537.7548132259
2902,324969.32830521045
2908,115508.32064860158
2909,114340.06940208777
2916,154237.9503884275
2917,105294.0031310874
2919,63868.781368061755
2921,77873.60419308221
2922,191904.10232907053
2925,155930.77806243493
2928,102533.98737404787
