Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,total_sqft,YearsSinceRemod,Age
275,20,RL,68.0,8842,1,4,4,Corner,3,Edwards,1Fam,1Story,5,6,1954,1954,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,2.0,3.0,1.0,1.0,0.0,1.0,0.0,381.0,381.0,5,1,992,0,0,992,0.0,0.0,1,0,3,1,3,6,8,0,Detchd,1954.0,1.0,1.0,319.0,3.0,3.0,3,60,0,56,0,0,0,0,1,2010,1373.0,56,56
306,50,RL,66.0,8712,1,2,4,Inside,2,IDOTRR,1Fam,1.5Fin,4,7,1900,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,Stone,3.0,3.0,2.0,1.0,0.0,1.0,0.0,859.0,859.0,4,1,859,319,0,1178,0.0,0.0,1,0,2,1,3,7,8,0,Detchd,1964.0,2.0,1.0,384.0,3.0,3.0,1,68,0,98,0,0,0,0,1,2010,2037.0,60,110
162,50,RL,60.0,8064,1,4,4,Inside,3,NAmes,1Fam,1.5Fin,6,8,1948,2004,Gable,WdShing,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,481.0,3.0,174.0,161.0,816.0,3,1,816,408,0,1224,1.0,0.0,1,0,3,1,3,5,8,0,Detchd,1950.0,1.0,1.0,280.0,3.0,3.0,3,414,0,0,0,0,0,0,5,2010,2040.0,6,62
939,20,RL,69.0,21695,2,4,4,Corner,3,Crawfor,1Fam,1Story,6,9,1988,2007,Hip,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4.0,3.0,1.0,6.0,808.0,1.0,0.0,72.0,880.0,5,1,1680,0,0,1680,1.0,0.0,2,0,3,1,4,5,8,1,Attchd,1988.0,3.0,2.0,540.0,3.0,3.0,3,292,44,0,182,0,0,0,12,2009,2560.0,3,22
620,20,RL,80.0,9600,1,4,4,Inside,3,NAmes,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,504.0,1.0,0.0,546.0,1050.0,4,1,1050,0,0,1050,0.0,0.0,1,0,2,1,3,5,8,0,Attchd,1956.0,1.0,1.0,338.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2009,2100.0,54,54
119,20,RL,69.0,9790,1,4,4,Inside,3,NWAmes,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3.0,3.0,1.0,5.0,569.0,3.0,81.0,678.0,1328.0,3,1,1328,0,0,1328,1.0,0.0,1,1,3,1,3,6,8,2,Attchd,1963.0,1.0,2.0,528.0,3.0,3.0,3,0,26,0,0,0,0,0,6,2010,2656.0,47,47
1038,20,RL,69.0,12735,2,4,4,FR2,3,NAmes,1Fam,1Story,4,5,1972,1972,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,600.0,1.0,0.0,264.0,864.0,3,1,864,0,0,864,0.0,0.0,1,0,3,1,3,5,8,0,Detchd,1980.0,1.0,2.0,576.0,3.0,3.0,3,216,0,0,0,0,0,0,4,2008,1728.0,38,38
2417,60,RL,105.0,15578,2,4,4,Corner,3,Gilbert,1Fam,2Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,4,1,728,728,0,1456,0.0,0.0,2,1,3,1,3,8,8,0,Attchd,2006.0,2.0,2.0,429.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2006,2184.0,4,4
1638,20,RL,52.0,51974,2,4,4,CulDSac,3,StoneBr,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,BrkFace,710.0,5,3,PConc,5.0,3.0,3.0,6.0,1101.0,1.0,0.0,1559.0,2660.0,5,1,2338,0,0,2338,1.0,0.0,2,1,4,1,4,8,8,2,Attchd,2005.0,3.0,3.0,1110.0,4.0,3.0,3,0,135,0,0,322,0,0,6,2007,4998.0,3,4
458,20,RL,117.0,15262,2,4,4,Corner,3,NridgHt,1Fam,1Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,470.0,4,3,PConc,5.0,3.0,4.0,6.0,1557.0,1.0,0.0,643.0,2200.0,5,1,2200,0,0,2200,1.0,0.0,2,1,3,1,5,8,8,1,Attchd,2003.0,3.0,3.0,685.0,3.0,3.0,3,208,55,0,0,0,0,0,7,2009,4400.0,6,7
2398,20,RL,121.0,13758,2,4,4,Inside,3,NridgHt,1Fam,1Story,9,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,430.0,5,3,PConc,5.0,3.0,4.0,6.0,1232.0,1.0,0.0,560.0,1792.0,5,1,1792,0,0,1792,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2005.0,2.0,3.0,925.0,3.0,3.0,3,204,49,0,0,0,0,0,3,2006,3584.0,4,5
2222,70,RL,75.0,13125,1,4,4,Inside,3,Crawfor,1Fam,2Story,7,6,1940,1984,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,410.0,1.0,0.0,390.0,800.0,3,1,960,780,0,1740,0.0,0.0,1,1,3,1,3,6,8,2,Attchd,1940.0,1.0,1.0,240.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2007,2540.0,26,70
2323,160,RL,68.0,13108,2,4,4,Inside,3,StoneBr,1Fam,2Story,8,5,1994,1994,Gable,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,2062.0,2062.0,5,1,2079,608,0,2687,0.0,0.0,2,1,4,1,4,9,8,0,Attchd,1994.0,3.0,2.0,618.0,3.0,3.0,3,168,12,0,0,0,0,0,12,2006,4749.0,16,16
678,50,RL,60.0,8064,1,4,4,Inside,3,NAmes,1Fam,1.5Fin,6,5,1950,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,3.0,3.0,621.0,1.0,0.0,174.0,795.0,4,0,765,368,0,1133,0.0,0.0,1,0,3,1,3,5,8,0,Detchd,1989.0,1.0,2.0,900.0,3.0,3.0,3,0,0,0,0,231,0,0,12,2009,1928.0,60,60
1173,160,FV,24.0,2160,1,4,4,Inside,3,Somerst,Twnhs,2Story,7,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4.0,3.0,1.0,4.0,510.0,1.0,0.0,90.0,600.0,5,1,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,8,0,Detchd,1999.0,1.0,2.0,462.0,3.0,3.0,3,0,48,0,0,0,0,0,3,2008,1852.0,10,11
2109,20,RL,75.0,11750,2,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,204.0,4,3,PConc,4.0,3.0,2.0,6.0,20.0,1.0,0.0,1526.0,1546.0,5,1,1546,0,0,1546,0.0,0.0,2,0,3,1,4,7,8,0,Attchd,2005.0,2.0,3.0,796.0,3.0,3.0,3,144,42,0,0,0,0,0,6,2007,3092.0,4,5
755,70,RM,57.0,6876,1,4,4,Inside,3,IDOTRR,1Fam,2Story,6,5,1927,1950,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,2.0,1.0,4.0,522.0,1.0,0.0,198.0,720.0,2,1,1146,784,0,1930,1.0,0.0,2,0,4,1,3,8,8,0,Attchd,1927.0,1.0,1.0,316.0,3.0,3.0,3,0,0,213,0,0,0,0,8,2009,2650.0,60,83
2846,190,RL,69.0,7082,1,4,4,Inside,3,SWISU,2fmCon,2Story,5,8,1916,1995,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,2.0,1.0,0.0,1.0,0.0,686.0,686.0,4,1,948,980,0,1928,0.0,0.0,2,0,5,2,3,10,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,0,228,0,0,0,0,7,2006,2614.0,15,94
178,50,RM,50.0,5500,1,4,4,Corner,3,OldTown,1Fam,1.5Fin,5,7,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,2.0,234.0,5.0,692.0,0.0,926.0,3,1,926,0,390,1316,1.0,0.0,1,0,3,1,3,6,8,0,Detchd,1974.0,1.0,2.0,484.0,3.0,3.0,3,0,0,0,0,0,0,0,4,2010,2242.0,9,81
739,45,RM,50.0,6000,1,4,4,Inside,3,BrkSide,1Fam,1.5Unf,6,7,1926,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,884.0,884.0,4,1,904,0,0,904,0.0,0.0,1,0,2,1,3,4,8,0,Detchd,1926.0,1.0,1.0,180.0,3.0,3.0,3,0,0,105,0,0,0,0,1,2009,1788.0,6,84
1945,50,RL,69.0,12099,2,4,4,Inside,3,NAmes,1Fam,1.5Fin,5,6,1953,2004,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,2.0,1.0,2.0,198.0,1.0,0.0,1018.0,1216.0,5,1,1216,0,512,1728,1.0,0.0,1,0,3,1,3,7,8,1,Attchd,1953.0,1.0,1.0,371.0,3.0,3.0,3,200,0,0,0,0,0,0,6,2007,2944.0,6,57
836,20,RL,82.0,12464,3,1,4,Corner,2,CollgCr,1Fam,1Story,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,3,4,PConc,4.0,3.0,1.0,6.0,732.0,1.0,0.0,308.0,1040.0,4,1,1040,0,0,1040,1.0,0.0,1,0,3,1,4,6,8,0,Detchd,2000.0,1.0,2.0,576.0,3.0,3.0,3,168,0,0,0,0,0,0,11,2009,2080.0,14,14
324,20,RL,93.0,10114,1,4,4,Inside,3,Mitchel,1Fam,1Story,5,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,5.0,3.0,3.0,1.0,0.0,1.0,0.0,1430.0,1430.0,5,1,1430,0,0,1430,0.0,0.0,2,0,3,1,4,7,8,0,Attchd,2004.0,2.0,2.0,624.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2010,2860.0,5,6
1687,20,RL,93.0,12030,1,4,4,Inside,3,NridgHt,1Fam,1Story,8,5,2007,2007,Hip,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1694.0,1694.0,5,1,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,8,0,Attchd,2007.0,3.0,3.0,818.0,3.0,3.0,3,168,228,0,0,0,0,0,12,2007,3388.0,3,3
1265,20,RL,69.0,12929,2,4,4,Inside,3,NAmes,1Fam,1Story,6,6,1960,1993,Gable,Wd Sdng,Wd Sdng,BrkFace,276.0,3,3,CBlock,3.0,3.0,4.0,6.0,697.0,1.0,0.0,384.0,1081.0,3,1,1081,0,0,1081,1.0,0.0,1,0,3,1,3,5,8,0,CarPort,1960.0,1.0,1.0,401.0,3.0,3.0,3,36,82,0,0,0,0,0,6,2008,2162.0,17,50
2592,20,RL,70.0,13300,1,4,4,Inside,3,NAmes,1Fam,1Story,5,5,1956,2001,Hip,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,494.0,1.0,0.0,521.0,1015.0,4,1,1384,0,0,1384,1.0,0.0,1,0,2,1,3,6,7,0,Attchd,2001.0,1.0,2.0,896.0,3.0,3.0,3,75,0,0,323,0,0,400,6,2006,2399.0,9,54
644,20,RL,79.0,10634,1,4,4,Inside,3,NAmes,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,3.0,3.0,1.0,4.0,428.0,2.0,180.0,0.0,608.0,3,1,1319,0,0,1319,1.0,0.0,1,0,3,1,3,5,6,0,Attchd,1953.0,1.0,1.0,270.0,3.0,3.0,3,66,0,0,0,0,0,0,11,2009,1927.0,57,57
2416,20,RL,102.0,11660,2,4,4,Inside,3,Gilbert,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1326.0,1326.0,5,1,1326,0,0,1326,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2006.0,3.0,2.0,427.0,3.0,3.0,3,100,0,0,0,0,0,0,7,2006,2652.0,4,4
1420,60,RL,69.0,9771,4,4,4,Corner,3,SawyerW,1Fam,2Story,6,5,1995,2002,Gable,HdBoard,HdBoard,BrkFace,190.0,4,3,PConc,4.0,3.0,1.0,2.0,779.0,1.0,0.0,298.0,1077.0,5,1,1093,1721,0,2814,0.0,1.0,2,1,4,1,4,9,8,1,BuiltIn,1995.0,3.0,2.0,614.0,3.0,3.0,3,48,32,0,0,216,0,0,6,2008,3891.0,8,15
1765,60,RL,89.0,10557,2,4,4,Inside,3,NoRidge,1Fam,2Story,9,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,422.0,4,3,PConc,5.0,3.0,4.0,6.0,672.0,1.0,0.0,736.0,1408.0,5,1,1671,1407,0,3078,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,1998.0,3.0,3.0,806.0,3.0,3.0,3,108,87,0,0,0,0,0,7,2007,4486.0,12,12
371,60,RL,94.0,13005,2,4,4,Corner,3,NWAmes,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4.0,3.0,1.0,6.0,692.0,1.0,0.0,153.0,845.0,3,1,1153,1200,0,2353,1.0,0.0,2,1,4,1,5,10,8,1,Attchd,1983.0,2.0,2.0,484.0,3.0,3.0,3,288,195,0,0,0,0,0,8,2009,3198.0,30,30
448,20,RL,103.0,13472,1,4,4,Inside,3,NridgHt,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,5.0,3.0,4.0,6.0,56.0,1.0,0.0,2336.0,2392.0,5,1,2392,0,0,2392,0.0,0.0,2,0,3,1,5,8,8,1,Attchd,2003.0,3.0,3.0,968.0,3.0,3.0,3,248,105,0,0,0,0,0,6,2009,4784.0,7,7
1975,70,RM,60.0,9600,1,4,4,Inside,3,OldTown,1Fam,2Story,5,7,1910,2002,Gable,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,264.0,264.0,5,1,768,664,0,1432,0.0,0.0,2,0,2,1,3,7,8,0,Detchd,1910.0,1.0,2.0,360.0,3.0,4.0,3,270,0,112,0,0,0,0,5,2007,1696.0,8,100
2422,120,RL,69.0,3196,1,4,4,Inside,3,Blmngtn,TwnhsE,1Story,8,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,40.0,4,3,PConc,4.0,3.0,4.0,1.0,0.0,1.0,0.0,1273.0,1273.0,5,1,1456,0,0,1456,0.0,0.0,2,0,2,1,4,7,8,1,Attchd,2003.0,3.0,2.0,400.0,3.0,3.0,3,143,20,0,0,0,0,0,5,2006,2729.0,7,7
1706,60,RL,86.0,10562,1,4,4,Inside,3,NridgHt,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5.0,3.0,1.0,6.0,1288.0,1.0,0.0,294.0,1582.0,5,1,1610,551,0,2161,1.0,0.0,1,1,3,1,5,8,8,1,Attchd,2007.0,3.0,3.0,789.0,3.0,3.0,3,178,120,0,0,0,0,0,11,2007,3743.0,3,3
192,50,RM,53.0,5830,1,4,4,Corner,3,BrkSide,1Fam,1.5Fin,5,6,1950,1997,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,788.0,1.0,0.0,200.0,988.0,5,1,1030,582,0,1612,0.0,0.0,1,1,3,1,3,7,8,0,Detchd,1950.0,1.0,1.0,363.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2010,2600.0,13,60
2019,45,RM,51.0,6120,1,4,4,Corner,3,BrkSide,1Fam,1.5Unf,7,8,1929,2001,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,832.0,832.0,5,1,854,0,0,854,0.0,0.0,1,0,2,1,3,5,8,0,Detchd,1991.0,1.0,2.0,576.0,3.0,3.0,3,48,112,0,0,0,0,0,7,2007,1686.0,9,81
1015,120,RL,60.0,8118,1,2,4,Inside,3,StoneBr,TwnhsE,1Story,9,5,2007,2007,Hip,MetalSd,MetalSd,BrkFace,178.0,5,3,PConc,5.0,3.0,4.0,6.0,1034.0,1.0,0.0,676.0,1710.0,5,1,1710,0,0,1710,1.0,0.0,2,0,2,1,5,6,8,1,Attchd,2007.0,2.0,2.0,557.0,3.0,3.0,3,156,48,0,0,0,0,0,7,2008,3420.0,3,3
