Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,total_sqft,YearsSinceRemod,Age
1580,20,RL,75.0,12890,2,4,4,Inside,3,Timber,1Fam,1Story,6,5,1989,1989,Gable,Wd Sdng,Wd Sdng,BrkFace,128.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1495.0,1495.0,5,1,1495,0,0,1495,0.0,0.0,2,0,3,1,3,8,8,1,Attchd,1989.0,1.0,2.0,438.0,3.0,3.0,3,252,0,192,0,0,0,0,7,2008,2990.0,21,21
242,20,RL,44.0,17485,3,4,4,Inside,3,Edwards,1Fam,1Story,7,5,2009,2010,Gable,VinylSd,VinylSd,Stone,96.0,4,3,PConc,4.0,3.0,4.0,6.0,1346.0,1.0,0.0,162.0,1508.0,5,1,1508,0,0,1508,1.0,0.0,1,0,1,1,4,5,8,2,Attchd,2009.0,2.0,2.0,572.0,3.0,3.0,3,0,0,0,0,0,0,0,1,2010,3016.0,0,1
76,120,RL,50.0,8012,1,4,4,Inside,3,SawyerW,TwnhsE,1Story,6,5,1980,1980,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,4.0,543.0,4.0,119.0,261.0,923.0,3,1,923,0,0,923,0.0,0.0,2,0,2,1,3,5,8,1,Attchd,1980.0,2.0,1.0,264.0,3.0,3.0,3,80,0,0,0,0,0,0,5,2010,1846.0,30,30
1701,60,RL,118.0,13654,2,4,4,CulDSac,3,NridgHt,1Fam,2Story,9,5,2005,2006,Gable,MetalSd,MetalSd,BrkFace,365.0,4,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1704.0,1704.0,5,1,1722,1036,0,2758,0.0,0.0,2,1,4,1,5,9,8,1,BuiltIn,2005.0,3.0,3.0,814.0,3.0,3.0,3,282,55,0,0,0,0,0,5,2007,4462.0,4,5
1900,20,RL,57.0,8280,2,4,4,Inside,3,NAmes,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,932.0,932.0,5,1,932,0,0,932,0.0,0.0,1,0,2,1,4,4,8,1,Attchd,1950.0,1.0,1.0,306.0,3.0,3.0,3,0,0,214,0,0,0,0,11,2007,1864.0,60,60
2337,60,RL,66.0,13682,3,2,4,CulDSac,3,StoneBr,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1410.0,1410.0,5,1,1426,1519,0,2945,0.0,0.0,3,1,3,1,4,10,8,1,BuiltIn,2006.0,3.0,3.0,641.0,3.0,3.0,3,192,0,37,0,0,0,0,10,2006,4355.0,4,4
2507,160,FV,30.0,3180,1,4,4,Inside,3,Somerst,TwnhsE,2Story,7,5,2005,2005,Gable,MetalSd,MetalSd,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,600.0,600.0,5,1,520,600,80,1200,0.0,0.0,2,1,2,1,4,4,8,0,Detchd,2005.0,2.0,2.0,480.0,3.0,3.0,3,0,166,0,0,0,0,0,6,2006,1800.0,5,5
55,80,RL,67.0,13300,2,4,4,Inside,3,Gilbert,1Fam,SLvl,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,326.0,1.0,0.0,58.0,384.0,5,1,744,630,0,1374,1.0,0.0,2,1,3,1,4,7,8,1,BuiltIn,2004.0,3.0,2.0,400.0,3.0,3.0,3,100,0,0,0,0,0,0,6,2010,1758.0,6,6
283,50,RL,52.0,8741,1,4,4,Inside,3,Edwards,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,2.0,1.0,2.0,94.0,1.0,0.0,641.0,735.0,3,1,798,689,0,1487,0.0,0.0,1,1,3,1,3,7,8,1,Detchd,1949.0,1.0,1.0,220.0,3.0,3.0,3,0,140,0,0,0,0,0,4,2010,2222.0,60,65
1789,20,RL,76.0,9158,1,4,4,Inside,3,Somerst,1Fam,1Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,140.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1496.0,1496.0,5,1,1496,0,0,1496,0.0,0.0,2,0,3,1,4,7,8,0,Attchd,2007.0,3.0,2.0,474.0,3.0,3.0,3,168,130,0,0,0,0,0,6,2007,2992.0,3,3
882,20,RL,63.0,8487,1,4,4,FR2,3,CollgCr,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3.0,3.0,6.0,20.0,1.0,0.0,1480.0,1500.0,5,1,1500,0,0,1500,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2004.0,2.0,2.0,570.0,3.0,3.0,3,192,36,0,0,0,0,0,8,2009,3000.0,6,6
2267,60,RL,69.0,9303,2,4,4,Corner,3,Timber,1Fam,2Story,6,5,1996,1997,Hip,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5.0,3.0,1.0,5.0,742.0,1.0,0.0,130.0,872.0,5,1,888,868,0,1756,1.0,0.0,2,1,3,1,3,7,8,0,Attchd,1996.0,3.0,2.0,422.0,3.0,3.0,3,144,122,0,0,0,0,0,7,2007,2628.0,13,14
98,160,FV,24.0,2544,1,4,4,Inside,3,Somerst,Twnhs,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,368.0,5.0,42.0,190.0,600.0,5,1,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,8,0,Detchd,2004.0,2.0,2.0,480.0,3.0,3.0,3,0,172,0,0,0,0,0,2,2010,1800.0,5,6
548,160,RL,75.0,10762,1,4,4,Corner,3,SawyerW,TwnhsE,2Story,6,6,1980,1980,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,626.0,626.0,3,1,626,591,0,1217,0.0,0.0,1,1,3,1,3,6,8,1,Attchd,1980.0,2.0,1.0,288.0,3.0,3.0,3,0,28,0,0,0,0,0,4,2009,1843.0,30,30
2317,60,RL,134.0,19378,2,2,4,Corner,3,Gilbert,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,456.0,4,3,PConc,4.0,3.0,2.0,6.0,57.0,1.0,0.0,1335.0,1392.0,5,1,1392,1070,0,2462,1.0,0.0,2,1,4,1,4,9,8,1,Attchd,2006.0,2.0,2.0,576.0,3.0,3.0,3,239,132,0,168,0,0,0,3,2006,3854.0,4,5
2816,20,RL,65.0,8767,2,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,24.0,1.0,0.0,1286.0,1310.0,5,1,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,8,1,Attchd,2005.0,3.0,2.0,400.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2006,2620.0,5,5
1036,20,RL,68.0,10295,1,4,4,FR2,3,NAmes,1Fam,1Story,4,6,1969,1969,Gable,HdBoard,HdBoard,BrkFace,72.0,3,3,CBlock,4.0,3.0,2.0,3.0,252.0,1.0,0.0,684.0,936.0,3,1,936,0,0,936,0.0,0.0,1,0,2,1,3,4,8,0,Attchd,1969.0,1.0,1.0,288.0,3.0,3.0,3,16,0,0,0,0,0,0,9,2008,1872.0,41,41
2265,20,RL,42.0,10331,1,4,4,CulDSac,3,Timber,1Fam,1Story,7,7,1985,1985,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,215.0,4.0,80.0,970.0,1265.0,4,1,1240,0,0,1240,0.0,1.0,2,0,3,1,4,6,8,0,Attchd,1985.0,1.0,2.0,528.0,3.0,3.0,3,232,0,0,0,0,0,0,7,2007,2505.0,25,25
356,60,RL,60.0,7500,1,4,4,Inside,3,Gilbert,1Fam,2Story,6,5,1998,1999,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,476.0,1.0,0.0,476.0,952.0,4,1,952,684,0,1636,1.0,0.0,2,1,3,1,3,7,8,1,Attchd,1998.0,3.0,2.0,440.0,3.0,3.0,3,0,84,0,0,0,0,0,10,2009,2588.0,11,12
1318,75,RM,35.0,6300,1,4,4,Inside,3,OldTown,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,742.0,742.0,5,1,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,8,1,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,291,134,0,0,0,0,6,2008,2226.0,9,96
2318,20,RL,50.0,14859,2,2,4,CulDSac,3,Gilbert,1Fam,1Story,7,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1670.0,1670.0,5,1,1670,0,0,1670,0.0,0.0,2,0,3,1,4,7,8,1,Attchd,2006.0,2.0,3.0,690.0,3.0,3.0,3,144,60,0,0,0,0,0,8,2006,3340.0,4,4
937,80,RL,69.0,13607,2,4,4,Inside,3,Crawfor,1Fam,SLvl,6,6,1986,1986,Gable,VinylSd,VinylSd,BrkFace,242.0,3,4,CBlock,3.0,3.0,1.0,5.0,454.0,1.0,0.0,118.0,572.0,4,1,1182,800,0,1982,1.0,0.0,2,1,3,1,3,6,8,1,BuiltIn,1986.0,3.0,2.0,501.0,3.0,3.0,3,400,112,0,0,0,0,1500,4,2009,2554.0,24,24
1084,20,RL,43.0,3182,1,4,4,Inside,3,Blmngtn,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1266.0,1266.0,5,1,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,8,1,Attchd,2007.0,3.0,2.0,388.0,3.0,3.0,3,100,16,0,0,0,0,0,3,2008,2532.0,3,3
2813,20,RL,65.0,8772,1,4,4,FR2,3,CollgCr,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,6.0,996.0,1.0,0.0,340.0,1336.0,5,1,1336,0,0,1336,1.0,0.0,2,0,3,1,4,6,8,0,Attchd,2005.0,1.0,2.0,502.0,3.0,3.0,3,136,43,0,0,0,0,0,9,2006,2672.0,4,5
2608,80,RL,85.0,13400,1,4,4,Inside,3,NAmes,1Fam,SLvl,5,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,1047.0,3,3,CBlock,3.0,3.0,3.0,5.0,516.0,4.0,128.0,380.0,1024.0,3,1,1086,0,0,1086,1.0,0.0,1,0,3,1,3,6,8,1,Attchd,1966.0,2.0,2.0,484.0,3.0,3.0,3,0,0,0,0,0,0,0,6,2006,2110.0,44,44
1002,120,RL,41.0,5395,2,2,4,Inside,3,StoneBr,TwnhsE,1Story,8,5,1993,1993,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,733.0,1.0,0.0,604.0,1337.0,4,1,1337,0,0,1337,1.0,0.0,2,0,2,1,4,5,8,1,Attchd,1993.0,2.0,2.0,462.0,3.0,3.0,3,96,0,70,168,0,0,0,10,2008,2674.0,17,17
268,20,RL,48.0,12137,3,4,4,CulDSac,3,CollgCr,1Fam,1Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,442.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1649.0,1649.0,5,1,1661,0,0,1661,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,1998.0,2.0,2.0,598.0,3.0,3.0,3,0,34,0,0,0,0,0,5,2010,3310.0,12,12
2463,20,FV,81.0,11216,1,4,4,Inside,3,Somerst,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1489.0,1489.0,5,1,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,8,1,Attchd,2006.0,2.0,2.0,776.0,3.0,3.0,3,0,140,0,0,0,0,0,6,2006,2978.0,4,4
445,20,RL,85.0,10655,2,4,4,Inside,3,NridgHt,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4.0,3.0,1.0,6.0,1124.0,0.0,479.0,1603.0,3206.0,5,1,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,8,1,Attchd,2003.0,2.0,3.0,880.0,3.0,3.0,3,0,0,0,0,0,0,0,10,2009,4835.0,6,7
1862,90,RL,69.0,18890,2,4,4,Inside,3,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,1.0,3,3,CBlock,4.0,3.0,1.0,6.0,498.0,3.0,211.0,652.0,1361.0,5,1,1361,1259,0,2620,0.0,0.0,2,2,4,2,3,12,8,1,BuiltIn,1977.0,2.0,2.0,600.0,3.0,3.0,1,155,24,145,0,0,0,8300,8,2007,3981.0,33,33
1809,20,RL,60.0,12450,1,4,4,Inside,3,SawyerW,1Fam,1Story,5,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,126.0,4,3,PConc,4.0,3.0,1.0,6.0,729.0,1.0,0.0,365.0,1094.0,5,1,1094,0,0,1094,1.0,0.0,1,0,3,1,4,6,8,0,Detchd,2004.0,1.0,2.0,576.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2007,2188.0,6,7
2268,20,RL,69.0,6718,2,4,4,Inside,3,Timber,1Fam,1Story,8,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,86.0,4,3,PConc,5.0,3.0,2.0,6.0,250.0,1.0,0.0,1017.0,1267.0,5,1,1312,0,0,1312,0.0,0.0,2,0,2,1,4,5,8,0,Attchd,2001.0,1.0,2.0,471.0,3.0,3.0,3,256,28,0,0,0,0,0,1,2007,2579.0,9,9
1957,50,RL,60.0,8064,1,4,4,Corner,3,NAmes,1Fam,1.5Fin,5,7,1949,2006,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,672.0,672.0,5,1,672,252,0,924,0.0,0.0,1,0,3,1,3,6,8,1,Detchd,2003.0,1.0,2.0,576.0,3.0,3.0,3,0,0,0,0,0,0,2000,7,2007,1596.0,4,61
2150,60,RL,65.0,8158,1,4,4,Inside,3,CollgCr,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,860.0,860.0,5,1,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,8,0,Attchd,2002.0,3.0,2.0,542.0,3.0,3.0,3,386,63,0,0,0,0,0,8,2007,2589.0,8,8
1600,160,RM,21.0,1477,1,4,4,Inside,3,MeadowV,Twnhs,2Story,6,9,1970,2007,Gable,CemntBd,CmentBd,None,0.0,3,4,CBlock,3.0,3.0,1.0,6.0,358.0,1.0,0.0,188.0,546.0,5,1,546,546,0,1092,0.0,0.0,2,1,3,1,3,6,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,187,0,0,0,0,0,0,3,2008,1638.0,3,40
272,20,RL,70.0,8400,1,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4.0,3.0,3.0,6.0,712.0,1.0,0.0,761.0,1473.0,5,1,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2004.0,2.0,2.0,606.0,3.0,3.0,3,0,35,0,144,0,0,0,5,2010,2957.0,5,6
558,20,RL,69.0,9079,2,4,4,Inside,3,Sawyer,1Fam,1Story,5,5,1961,1961,Gable,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,864.0,1.0,0.0,0.0,864.0,3,1,864,0,0,864,0.0,0.0,1,0,2,1,3,5,8,0,Attchd,1961.0,1.0,1.0,440.0,3.0,3.0,3,158,0,0,0,0,0,0,7,2009,1728.0,49,49
2104,60,RL,69.0,9588,2,4,4,Inside,3,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,CemntBd,CmentBd,Stone,270.0,4,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1482.0,1482.0,5,1,1482,1092,0,2574,0.0,0.0,2,1,3,1,5,10,8,1,BuiltIn,2007.0,3.0,3.0,868.0,3.0,3.0,3,0,148,0,0,0,0,0,11,2007,4056.0,3,3
881,60,RL,65.0,9313,2,4,4,Inside,3,CollgCr,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,864.0,864.0,5,1,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,8,0,Attchd,2004.0,2.0,2.0,572.0,3.0,3.0,3,187,56,0,0,0,0,0,4,2009,2592.0,6,6
749,70,RL,60.0,11414,2,4,4,Corner,3,BrkSide,1Fam,2Story,7,8,1910,1993,Gable,HdBoard,HdBoard,None,0.0,3,4,BrkTil,4.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,3,0,1136,883,0,2019,0.0,0.0,1,0,3,1,4,8,8,0,Detchd,1997.0,1.0,2.0,532.0,3.0,3.0,3,509,135,0,0,0,0,0,10,2009,2747.0,17,100
2771,60,RL,65.0,12438,2,4,4,Inside,3,CollgCr,1Fam,2Story,6,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,68.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,781.0,781.0,5,1,795,704,0,1499,0.0,0.0,2,1,3,1,4,6,8,1,Attchd,1995.0,2.0,2.0,473.0,3.0,3.0,3,413,91,0,0,0,0,0,8,2006,2280.0,15,15
2808,20,RL,70.0,9135,1,4,4,Inside,3,CollgCr,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4.0,3.0,3.0,6.0,340.0,1.0,0.0,1342.0,1682.0,5,1,1700,0,0,1700,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2003.0,2.0,2.0,544.0,3.0,3.0,3,192,23,0,0,0,0,0,5,2006,3382.0,7,7
2207,30,RL,40.0,4280,1,4,4,Inside,3,Crawfor,1Fam,1Story,5,6,1913,2002,Gable,WdShing,Stucco,None,0.0,3,3,PConc,3.0,3.0,1.0,2.0,365.0,1.0,0.0,75.0,440.0,3,0,694,0,0,694,0.0,0.0,1,0,2,1,4,4,8,1,Detchd,1990.0,1.0,1.0,352.0,4.0,3.0,2,0,0,34,0,0,0,0,3,2007,1134.0,8,97
1490,85,RL,64.0,12102,1,4,4,Inside,3,Edwards,1Fam,SFoyer,5,5,1976,1976,Gable,HdBoard,Plywood,BrkFace,222.0,3,3,CBlock,4.0,4.0,4.0,5.0,456.0,1.0,0.0,0.0,456.0,5,1,1033,0,0,1033,0.0,1.0,1,0,3,1,3,6,8,0,BuiltIn,1976.0,2.0,2.0,504.0,2.0,3.0,3,224,0,0,0,0,0,0,4,2008,1489.0,34,34
2168,20,RL,70.0,9170,1,4,4,Corner,3,Edwards,1Fam,1Story,5,7,1965,1965,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,698.0,6.0,96.0,420.0,1214.0,5,1,1214,0,0,1214,1.0,0.0,1,0,2,1,3,6,8,0,Detchd,1965.0,1.0,2.0,461.0,2.0,2.0,3,0,0,184,0,0,0,400,4,2007,2428.0,45,45
2186,20,RL,75.0,10215,1,3,4,Inside,3,Edwards,1Fam,1Story,4,5,1954,1954,Hip,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3.0,3.0,1.0,5.0,492.0,1.0,0.0,372.0,864.0,5,1,948,0,0,948,0.0,0.0,1,0,3,1,3,5,8,0,Attchd,1954.0,1.0,1.0,248.0,3.0,3.0,3,0,0,0,0,0,0,0,2,2007,1812.0,56,56
